"_id","project_name","beneficiary_name","total_amount","eu_cofinancing_amount","total_amount_eligible","eu_cofinancing_amount_eligible","amount","amount_kind","approval_date","beneficiary_address","beneficiary_city","beneficiary_country","beneficiary_country_code","beneficiary_county","beneficiary_id","beneficiary_nuts_code","beneficiary_nuts_region","beneficiary_person","beneficiary_postal_code","beneficiary_url","cci_program_code","completion_date","currency","eu_cofinancing_rate","final_payment_date","first_payment_date","fund_acronym","funding_period","management_authority","member_state_amount","operational_programme","priority_label","priority_number","project_description","project_status","source","starting_date","theme_code","theme_name","third_party_amount","total_amount_applied"
1067,URUCHOMIENIE CENTRUM ONKOLOGII I KARDIOLOGII DOŚWIADCZALNEJ W OTWOCKU,EUROPEJSKIE CENTRUM ZDROWIA OTWOCK Sp z o. o.,51045500,24151560,,,6057859.539079059,eu_cofinancing_amount,,"","",POLSKA,PL,"",Centrum europejskie o otwock sp z zdrowia,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1068,Przebudowa ul. Bardzkiej w ciągu drogi wojewódzkiej nr 395 we Wrocławiu,Gmina Wrocław,115532925.65,24143054.52,,,6055726.136385716,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina wroclaw,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1069,Wdrożenie innowacyjnej technologii produkcji ekologicznych materiałów budowlanych wykorzystującej popioły odpadowe.,Baumit Spółka z ograniczoną odpowiedzialnością,89007497.9,24141079.5,,,6055230.74835501,eu_cofinancing_amount,,"","",POLSKA,PL,"",Baumit odpowiedzialnoscia ograniczona spolka z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1070,Prace badawczo-rozwojowe nad Inteligentnym Systemem Utylizacji CO2,Biocarbo Spółka z ograniczoną odpowiedzialnością,45468600,24118750,,,6049629.910372789,eu_cofinancing_amount,,"","",POLSKA,PL,"",Biocarbo odpowiedzialnoscia ograniczona spolka z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1071,Przebudowa drogi wojewódzkiej nr 167 na odcinku Koszalin - droga nr 168,Województwo Zachodniopomorskie,26579145.59,24094304.25,,,6043498.2600848805,eu_cofinancing_amount,,"","",POLSKA,PL,"",Wojewodztwo zachodniopomorskie,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1072,Budowa Laboratorium Naukowo-Dydaktycznego Nanotechnologii i Technologii Materiałowych w Gliwicach,Politechnika Śląska,28572444.81,24058747.59,,,6034579.695323069,eu_cofinancing_amount,,"","",POLSKA,PL,"",Politechnika slaska,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1073,Budowa Zakładu Unieszkodliwiania Odpadów w Różannie wraz z zamknięciem i rekultywacją składowiska,Gmina Opoczno,30544356.77,24056100.5,,,6033915.734096245,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina opoczno,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1074,"Modernizacja i rozwój infrastruktury B+R w obszarze żywności prozdrowotnej, tradycyjnej","Politechnika Łódzka, Instytut Technologii i Analizy Żywności",34228236.51,23993352.38,,,6018176.821276482,eu_cofinancing_amount,,"","",POLSKA,PL,"",Analizy i instytut lodzka politechnika technologii zywnosci,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
90258,Jaś się uczy,Gmina Rzeczenica,319186.17,271308.24,,,68051.3892152205,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina rzeczenica,PL,POLSKA,"","","","",,PLN,"",,,ESF,"2007-2013","",,"","","","","","",,"","",,
1075,Budowa nowej kolei linowej w Wojewódzkim Parku Kultury i Wypoczynku im gen. Jerzego Ziętka S.A. w Chorzowie,Wojewódzki Park Kultury i Wypoczynku im. gen. J.Ziętka S.A.,34998805.6,23974445.55,,,6013434.4808036825,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gen i im jzietka kultury park sa wojewodzki wypoczynku,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1076,Rozwój Centrum Kongresowego poprzez rozbudowę hotelu i kompleksu konferencyjnego zlokalizowanego nad Zalewem Zegrzyńskim,HOTEL WARSZAWIANKA CENTRUM KONGRESOWE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,88681512.15,23970006.66,,,6012321.088040258,eu_cofinancing_amount,,"","",POLSKA,PL,"",Centrum hotel kongresowe odpowiedzialnoscia ograniczona spolka warszawianka z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1077,Biotechnologia molekularna dla zdrowia,Uniwersytet Jagielloński,28830757,23968165.7,,,6011859.325856073,eu_cofinancing_amount,,"","",POLSKA,PL,"",Jagiellonski uniwersytet,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1078,Rewitalizacja Zespołu pałacowo - parkowego w Koszęcinie w ramach tworzenia Śląskiego Centrum Edukacji Regionalnej – II i III etap,Zespół Pieśni i Tańca Śląsk im. Stanisława Hadyny w Koszęcinie,40206829.23,23967465.56,,,6011683.711950483,eu_cofinancing_amount,,"","",POLSKA,PL,"",Hadyny i im koszecinie piesni slask stanislawa tanca w zespol,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1079,Rozbudowa infrastruktury naukowo-badawczej Uniwersytetu Medycznego w Lublinie spełniającej kryteria Dobrej Praktyki Laboratoryjnej,Uniwersytet Medyczny w Lublinie,28194058.45,23964949.68,,,6011052.661713679,eu_cofinancing_amount,,"","",POLSKA,PL,"",Lublinie medyczny uniwersytet w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1080,Wdrożenie innowacyjnej technologii produkcji ulepszonych elementów systemu sterowania do samochodów.,Delphi Poland Spółka Akcyjna,108445980.46,23928048.59,,,6001796.877819847,eu_cofinancing_amount,,"","",POLSKA,PL,"",Delphi poland sa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1081,Budowa obwodnicy Ośna Lubuskiego w ciągu drogi woj. nr 137 i 134,Województwo Lubuskie,28669027.51,23921029.91,,,6000036.404476107,eu_cofinancing_amount,,"","",POLSKA,PL,"",Lubuskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1082,Rozbudowa drogi wojewódzkiej nr 240 na odcinku od Chojnic do granicy województwa pomorskiego,Samorząd Województwa Pomorskiego,34115426,23892775.14,,,5992949.3497281335,eu_cofinancing_amount,,"","",POLSKA,PL,"",Pomorskiego samorzad wojewodztwa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1083,Rozbudowa i modernizacja Szpitala im. Świętej Rodziny,Szpital Specjalistyczny im. Świętej Rodziny – Samodzielny Publiczny Zakład Opieki Zdrowotnej w Warszawie,34710621.8,23887611.1,,,5991654.069879784,eu_cofinancing_amount,,"","",POLSKA,PL,"",Im opieki publiczny rodziny samodzielny specjalistyczny swietej szpital w warszawie zaklad zdrowotnej,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1084,Budowa i wyposażenie Centrum Diagnostyki i Terapii Nowotworów Piersi,Zachodniopomorskie Centrum Onkologii,45768967.25,23855567.35,,,5983616.637241671,eu_cofinancing_amount,,"","",POLSKA,PL,"",Centrum onkologii zachodniopomorskie,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1085,Budowa parku naukowo-technologicznego „Innova Park” wraz z zakupem wyposażenia,Innova Park Polska Spółka z ograniczoną odpowiedzialnością,50292060,23843332.8,,,5980547.883694328,eu_cofinancing_amount,,"","",POLSKA,PL,"",Innova odpowiedzialnoscia ograniczona park polska spolka z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1086,"Rozwój infrastruktury drogowej pomiędzy powiatem gorlickim, jasielskim i bardejowskim",POWIAT GORLICKI,28124577.57,23831236.9,,,5977513.907288715,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gorlicki powiat,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1087,"Utworzenie grupy innowacyjnych, komplementarnych laboratoriów badawczych w obszarze mikro-, nano- i optoelektroniki",Politechnika Warszawska,30101818,23806087.07,,,5971205.654837457,eu_cofinancing_amount,,"","",POLSKA,PL,"",Politechnika warszawska,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1088,TERYT 3 - Rozbudowa systemów do prowadzenia rejstrów adresowych - Etap I,Główny Geodeta Kraju,28000000,23800000,,,5969678.854288568,eu_cofinancing_amount,,"","",POLSKA,PL,"",Geodeta glowny kraju,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1089,"Odnowa zabytkowych obiektów i przestrzeni publicznej w Szydłowcu, poprawa funkcjonalności i dostępności infrastruktury kulturalnej i turystycznej dla mieszkańców Mazowsza",GMINA SZYDŁOWIEC,28562156.12,23798395.73,,,5969276.460309762,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina szydlowiec,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1090,Rozbudowa i modernizacja potencjału edukacyjnego i badawczego Wydziału Budownictwa i Architektury Politechniki Lubelskiej,Politechnika Lubelska,28929411.76,23779349.25,,,5964499.091868391,eu_cofinancing_amount,,"","",POLSKA,PL,"",Lubelska politechnika,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1091,Zakup infrastruktury i oprogramowania wspierających Centrum B-R w dziedzinie AI,"""Data Invest"" Spółka z ograniczoną odpowiedzialnością Spółka komandytowo - akcyjna",49077000,23740500,,,5954754.657152846,eu_cofinancing_amount,,"","",POLSKA,PL,"",Akcyjna data invest komandytowo odpowiedzialnoscia ograniczona spolka z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1092,Zakup nowoczesnego kolejowego taboru pasażerskiego,Samorząd Województwa Kujawsko-Pomorskiego,23668000,23668000,,,5936569.711063102,eu_cofinancing_amount,,"","",POLSKA,PL,"",Kujawsko pomorskiego samorzad wojewodztwa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1093,Przebudowa wiaduktu w ciągu drogi wojewódzkiej nr 875 Mielec - Kolbuszowa - Sokołów Małopolski - Leżajsk w miejscowości Mielec (projekt kluczowy),Województwo Podkarpackie,29456446.32,23664322.6,,,5935647.320432061,eu_cofinancing_amount,,"","",POLSKA,PL,"",Podkarpackie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1094,Poprawa jakości usług medycznych w Wojewódzkim Szpitalu Zespolonym w Koninie,Wojewódzki Szpital Zespolony w Koninie,32712022.2,23628196.77,,,5926585.992556237,eu_cofinancing_amount,,"","",POLSKA,PL,"",Koninie szpital w wojewodzki zespolony,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1095,Wdrożenie innowacyjnej technologii produkcji nowych wysokokalorycznych stałych paliw alternatywnych,MO-BRUK J. Mokrzycki Spółka Akcyjna,60568200,23602800,,,5920215.800924462,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bruk j mo mokrzycki sa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1096,Autoklawizowany proces produkcji struktur lotniczych w technologii własnych nanokompozytów polimerowych,ADT Spółka Akcyjna,49037000,23581125,,,5914779.129110735,eu_cofinancing_amount,,"","",POLSKA,PL,"",Adt sa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1097,Utworzenie Regionalnego Centrum Turystyki Biznesowej we Wrocławiu,"Wrocławskie Przedsiębiorstwo ""Hala Ludowa"" Sp. z o.o.",79597598.84,23569583.23,,,5911884.143383422,eu_cofinancing_amount,,"","",POLSKA,PL,"",Hala ludowa oo przedsiebiorstwo sp wroclawskie z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1098,"Rozbudowa drogi wojewódzkiej Nr 844 Chełm - Hrubieszów - Witków - Dołhobyczów - granica państwa na odcinku Witków - granica państwa od km 80+250 do km 88+705,50",Województwo Lubelskie,25043487.5,23554949.16,,,5908213.525810683,eu_cofinancing_amount,,"","",POLSKA,PL,"",Lubelskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1347,Budowa sieci szerokopasmowej dla miasta Bielska-Białej,Miasto Bielsko-Biała,25385309.64,19555283.36,,,4904989.981672819,eu_cofinancing_amount,,"","",POLSKA,PL,"",Biala bielsko miasto,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1099,WIELOLETNI PLAN DZIAŁAŃ POMOCY TECHNICZNEJ UMWM na lata 2012-2015 w zakresie wsparcia procesów zarządzania i wdrażania RPO WM,Urząd Marszałkowski Województwa Mazowieckiego,23512333.89,23505274.35,,,5895753.750060775,eu_cofinancing_amount,,"","",POLSKA,PL,"",Marszalkowski mazowieckiego urzad wojewodztwa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1100,ONKO.SYS – Kompleksowa infrastruktura informatyczna dla badań nad nowotworami,Centrum Onkologii – Instytut im. Marii Skłodowskiej – Curie,27616299.74,23473854.78,,,5887872.878521286,eu_cofinancing_amount,,"","",POLSKA,PL,"",Centrum curie im instytut marii onkologii sklodowskiej,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1101,„Obwodnica Muszyny” - uporządkowanie ruchu w centrum Muszyny - budowa drogi odbarczającej w kierunku granicy państwa jako drogi gminnej klasy Z,Miasto i Gmina Uzdrowiskowa Muszyna,30551801.49,23468596.32,,,5886553.915602458,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina i miasto muszyna uzdrowiskowa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1102,Budowa zakładu odzysku energii ze zmieszanych odpadów opakowaniowych,EZO Spółka Akcyjna,67849358.16,23438846.9,,,5879091.962514166,eu_cofinancing_amount,,"","",POLSKA,PL,"",Ezo sa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1103,Kompleksowe uzbrojenie terenów inwestycyjnych w północnej części Miasta Zabrze - etap I,Miasto Zabrze,27564874.83,23420502.7,,,5874490.744747828,eu_cofinancing_amount,,"","",POLSKA,PL,"",Miasto zabrze,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1104,Świętokrzyski Szlak Archeo-Geologiczny,Gmina Kielce,34794473.03,23372875,,,5862544.43913571,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina kielce,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1105,Rewitalizacja Teatru im. Stefana Jaracza w Olsztynie,Teatr im. Stefana Jaracza,43617410.05,23303104.24,,,5845044.05969791,eu_cofinancing_amount,,"","",POLSKA,PL,"",Im jaracza stefana teatr,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1106,Budowa estakady w ciągu ulic: Nowohuckiej i Powstańców Wielkopolskich,Gmina Miejska Kraków,45787780.28,23294063.27,,,5842776.341738613,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina krakow miejska,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1107,ECO-Mobilność,Politechnika Warszawska,27918009.33,23276937.65,,,5838480.776546152,eu_cofinancing_amount,,"","",POLSKA,PL,"",Politechnika warszawska,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1108,Kawernowy Podziemny Magazyn Gazu Mogilno,Polskie Górnictwo Naftowe i Gazownictwo Spółka Akcyjna,220361042,23125370,,,5800463.541453748,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gazownictwo gornictwo i naftowe polskie sa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1109,"3 CLA - biotechnologiczny, kierowany lek przeciwnowotworowy.",Adamed Sp. z o.o.,67769179.38,23100550.87,,,5794238.237439344,eu_cofinancing_amount,,"","",POLSKA,PL,"",Adamed oo sp z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1110,Budowa trasy przemysłowej aktywizującej tereny inwestycyjne m. Brodnicy,Gmina Miasta Brodnicy,49649200.36,23094445.22,,,5792706.776527718,eu_cofinancing_amount,,"","",POLSKA,PL,"",Brodnicy gmina miasta,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1111,"Modernizacja infrastruktury zespołu laboratoriów dydaktycznych Uniwersytetu Śląskiego z zakresu nauk o środowisku w Katowicach i Sosnowcu, MODLAB",Uniwersytet Śląski,30450992.23,23090421.56,,,5791697.534594153,eu_cofinancing_amount,,"","",POLSKA,PL,"",Slaski uniwersytet,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1112,Supernova. Innowacyjny ośrodek okulistyczny z działem badawczym - NZOZ BOPOL,"BOPOL Piotr Tokarski, Elżbieta Tokarska Spółka Jawna",39792000,23089655,,,5791505.260769676,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bopol elzbieta jawna piotr spolka tokarska tokarski,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1113,Budowa zakładu odzysku i unieszkodliwiania odpadów dla północnej części Katowic poprzez przetworzenie frakcji positowej w paliwo alternatywne,Miejskie Przedsiebiorstwo Gospodarki Komunalnej spółka z o. o.,44128850.32,23072782.5,,,5787273.184867618,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gospodarki komunalnej miejskie o przedsiebiorstwo spolka z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1114,",,OD ELEKCJI KRÓLÓW POLSKI DO EPOKI INTERNETU - SIERADZKA STARÓWKA HISTORYCZNYM I KULTUROWYM DZIEDZICTWEM REGIONU - DZIAŁANIE VI.1 REWITALIZACJA OBSZARÓW PROBLEMOWYCH""",Gmina Miasto Sieradz,47429913.31,23067566.72,,,5785964.927238433,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina miasto sieradz,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1115,"Poprawa jakości specjalistycznych usług medycznych poprzez remont oraz zakup nowoczesnego wyposażenia dla Kliniki Neonatologii oraz Kliniki Intensywnej Terapii Wad Wrodzonych Noworodków i Niemowląt w Instytucie ""CZMP"" w Łodzi","Instytut ""Centrum Zdrowia Matki Polki""",27280780,23060117.5,,,5784096.462905872,eu_cofinancing_amount,,"","",POLSKA,PL,"",Centrum instytut matki polki zdrowia,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1116,Wzrost konkurencyjności firmy Meble Negro poprzez wdrożenie innowacyjnych rozwiązań technologicznych,MEBLE NEGRO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,60897300,23052425,,,5782166.977419039,eu_cofinancing_amount,,"","",POLSKA,PL,"",Komandytowa meble negro odpowiedzialnoscia ograniczona spolka z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1117,Infostrada Kujaw i Pomorza – Usługi w zakresie e-administracji i informacji przestrzennej,Województwo Kujawsko-Pomorskie,30844157.03,23027238.54,,,5775849.5371805355,eu_cofinancing_amount,,"","",POLSKA,PL,"",Kujawsko pomorskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1118,Utworzenie Centrum Badawczo-Rozwojowego technologii pozyskiwania pierwiastków ziem rzadkich,Active Recycling System Sp. z o.o.,55752898.8,23016160.6,,,5773070.892467633,eu_cofinancing_amount,,"","",POLSKA,PL,"",Active oo recycling sp system z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1119,Budowa sieci gazowej w/c relacji Brodnica-Nowe Miasto Lubawskie-Iława DN 300 oraz gazyfikacja gmin,Polska Spółka Gazownictwa sp. z o.o.,80624487.15,23011470.79,,,5771894.5622328585,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gazownictwa oo polska sp spolka z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1120,"Rozbudowa, przebudowa i wyposażenie obiektów Państwowej Wyższej Szkoły Zawodowej w Krośnie",Państwowa Wyższa Szkoła Zawodowa w Krośnie,34804885.18,23008746.08,,,5771211.131826512,eu_cofinancing_amount,,"","",POLSKA,PL,"",Krosnie panstwowa szkola w wyzsza zawodowa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1121,Dokapitalizowanie Regionalnego Funduszu Pożyczkowego w ramach RPO WO,Fundacja Rozwoju Śląska,23000000,23000000,,,5769017.380194834,eu_cofinancing_amount,,"","",POLSKA,PL,"",Fundacja rozwoju slaska,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1122,Ochrona środowiska szansą rozwoju sektora MSP w województwie opolskim - utworzenie funduszu pożyczkowego w Wojewódzkim Funduszu Ochrony Środowiska i Gospodarki Wodnej w Opolu.,Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Opolu,23000000,23000000,,,5769017.380194834,eu_cofinancing_amount,,"","",POLSKA,PL,"",Fundusz gospodarki i ochrony opolu srodowiska w wodnej wojewodzki,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1123,Wdrożenie innowacyjnych technologii oraz produkcja wyrobów w oparciu o wzory użytkowe.,ROSINSKI PACKAGING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,86000600,22984000,,,5765004.1507129595,eu_cofinancing_amount,,"","",POLSKA,PL,"",Odpowiedzialnoscia ograniczona packaging rosinski spolka z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1124,Termy Uniejów – Regionalny Markowy Produkt Turystyki Uzdrowiskowej Działanie I.1 - Drogi,Gmina Uniejów,27325057.58,22979846.34,,,5763962.301289855,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina uniejow,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1125,Innowacyjne technologie drogą do dywersyfikacji oferty tub,Witold Kisielińscy Spółka Jawna.,65937468.51,22964794.35,,,5760186.858163049,eu_cofinancing_amount,,"","",POLSKA,PL,"",Jawna kisielinscy spolka witold,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1126,Budowa Biblioteki Papieskiej Akademii Teologicznej w Krakowie - dokończenie.,Uniwersytet Papieski Jana Pawła II w Krakowie,30720814.17,22963695.85,,,5759911.324876434,eu_cofinancing_amount,,"","",POLSKA,PL,"",Ii jana krakowie papieski pawla uniwersytet w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
