"_id","project_name","beneficiary_name","total_amount","eu_cofinancing_amount","total_amount_eligible","eu_cofinancing_amount_eligible","amount","amount_kind","approval_date","beneficiary_address","beneficiary_city","beneficiary_country","beneficiary_country_code","beneficiary_county","beneficiary_id","beneficiary_nuts_code","beneficiary_nuts_region","beneficiary_person","beneficiary_postal_code","beneficiary_url","cci_program_code","completion_date","currency","eu_cofinancing_rate","final_payment_date","first_payment_date","fund_acronym","funding_period","management_authority","member_state_amount","operational_programme","priority_label","priority_number","project_description","project_status","source","starting_date","theme_code","theme_name","third_party_amount","total_amount_applied"
1000,Budowa przystani jachtowej w Sopocie,Gmina Miasta Sopotu,67195099.68,25746762.81,,,6457979.223245391,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina miasta sopotu,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1001,Rozbudowa infrastruktury dydaktycznej Akademii Morskiej w Gdyni (akronim RIDAM),Akademia Morska w Gdyni,31192316.11,25731405.36,,,6454127.16255124,eu_cofinancing_amount,,"","",POLSKA,PL,"",Akademia gdyni morska w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1002,Albumina dożylna nowej generacji oparta o wielostopniowy proces inaktywacji wirusów,„BIOMED-LUBLIN” Wytwórnia Surowic i Szczepionek Spółka Akcyjna,72829500,25640250,,,6431262.951414809,eu_cofinancing_amount,,"","",POLSKA,PL,"",Biomed i lublin sa surowic szczepionek wytwornia,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1003,Budowa budynku dydaktycznego Akademii Wychowania Fizycznego im. Eugeniusza Piaseckiego w Poznaniu,Akademia Wychowania Fizycznego im. Eugeniusza Piaseckiego w Poznaniu,34508528.89,25629778.5,,,6428636.418132342,eu_cofinancing_amount,,"","",POLSKA,PL,"",Akademia eugeniusza fizycznego im piaseckiego poznaniu w wychowania,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1004,Technologia teatru muzycznego w budynku Opery Krakowskiej,Opera Krakowska w Krakowie,39456689,25609363,,,6423515.662726892,eu_cofinancing_amount,,"","",POLSKA,PL,"",Krakowie krakowska opera w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1005,Doprowadzenie niezbędnej infrastruktury technicznej do stref inwestycyjnych Trzebusza i Dunikowa przeznaczonych pod funkcje przemysłowo-składowe,Gmina Miasto Szczecin,59413999.04,25587972.26,,,6418150.290951448,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina miasto szczecin,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1006,"Wsparcie zarządzania Instytucji Wdrażających poprzez finansowanie kosztów zatrudnienia pracowników, a także finansowanie szkoleń pracowników Instytucji Pośredniczącej i Instytucji Wdrażających oraz innych kosztów związanych z wdrażaniem PO IG.","Ministerstwo Gospodarki, Departament Funduszy Europejskich, Instytucja Pośrednicząca PO IG i PO IiŚ",30158850.4,25585638.01,,,6417564.798394068,eu_cofinancing_amount,,"","",POLSKA,PL,"",Departament europejskich funduszy gospodarki i ig iis instytucja ministerstwo po posredniczaca,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1007,Rozbudowa Bazy Sportowej w Województwie Kujawsko – Pomorskim.,Samorząd Województwa Kujawsko - Pomorskiego,105677284.27,25565585.08,,,6412534.985276945,eu_cofinancing_amount,,"","",POLSKA,PL,"",Kujawsko pomorskiego samorzad wojewodztwa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1008,Rozbudowa infrastruktury naukowo-badawczej Politechniki Rzeszowskiej - etap II,Politechnika Rzeszowska im. Ignacego Łukasiewicza,30006933.34,25499421.26,,,6395939.323210855,eu_cofinancing_amount,,"","",POLSKA,PL,"",Ignacego im lukasiewicza politechnika rzeszowska,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1009,Budowa sali koncertowej dla celów dydaktycznych Akademii Muzycznej w Łodzi,Akademia Muzyczna im. G. i K. Bacewiczów,39429612.01,25490576.56,,,6393720.835035958,eu_cofinancing_amount,,"","",POLSKA,PL,"",Akademia bacewiczow g i im k muzyczna,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1010,"Przebudowa, rozbudowa i częściowa nadbudowa budynku Państwowej Wyższej Szkoły Teatralnej we Wrocławiu",Państwowa Wyższa Szkoła Teatralna im. Ludwika Solskiego w Krakowie,43847155.23,25481514.71,,,6391447.879812188,eu_cofinancing_amount,,"","",POLSKA,PL,"",Im krakowie ludwika panstwowa solskiego szkola teatralna w wyzsza,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1011,Centrum Kultury Browar B - adaptacja do nowych funkcji społeczno - gospodarczych obiektów poprzemysłowych we Włocławku ul. Bechiego - Łęgska.,Gmina Miasto Włocławek,34260227.42,25469752.37,,,6388497.569208198,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina miasto wloclawek,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1012,Wyniesiona Otwarta Zintegrowana Platforma Sieci Nowych Generacji,MLIFE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,52748304,25466000,,,6387556.374088767,eu_cofinancing_amount,,"","",POLSKA,PL,"",Mlife odpowiedzialnoscia ograniczona spolka z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1013,Wirtualne powiaty. Budowa społeczeństwa informacyjnego na Lubelszczyźnie Etap III.,Powiat Łęczyński,30198834.34,25425375.3,,,6377366.608855498,eu_cofinancing_amount,,"","",POLSKA,PL,"",Leczynski powiat,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1014,"""Matecznik Mazowsze"" centrum folklorystyczne",Państwowy Zespół Ludowy Pieśni i Tańca „Mazowsze” im. Tadeusza Sygietyńskiego,58775256.85,25419624.18,,,6375924.073584385,eu_cofinancing_amount,,"","",POLSKA,PL,"",I im ludowy mazowsze panstwowy piesni sygietynskiego tadeusza tanca zespol,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1015,JANÓW - KORYCIN - PRZEBUDOWA DROGI WOJEWÓDZKIEJ NR 671,Województwo Podlaskie,25670201.93,25385966.18,,,6367481.743715577,eu_cofinancing_amount,,"","",POLSKA,PL,"",Podlaskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1016,"""Przebudowa obiektu nieczynnej pralni szpitala klinicznego w Katowicach-Ligocie z przeznaczeniem na Centrum Dydaktyki i Symulacji Medycznej Śląskiego Uniwersytetu Medycznego w Katowicach""",Śląski Uniwersytet Medyczny w Katowicach,30070455.34,25377132.23,,,6365265.951929239,eu_cofinancing_amount,,"","",POLSKA,PL,"",Katowicach medyczny slaski uniwersytet w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1017,Oprogramowanie sterowników umożliwiające pełne wykorzystanie wydajności i kontrolerów grafiki zintegrowanej z procesorem,Intel Technology Poland spółka z ograniczoną odpowiedzialnością,161804500,25376133.75,,,6365015.506343422,eu_cofinancing_amount,,"","",POLSKA,PL,"",Intel odpowiedzialnoscia ograniczona poland spolka technology z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1018,Wdrożenie nowych usług w przedsiębiorstwie poprzez zastosowanie innowacyjnych technologii.,"""Ośrodek Narciarski Kotelnica Białczańska"" spółka z ograniczoną odpowiedzialnością",71748076.12,25371437.5,,,6363837.560783781,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bialczanska kotelnica narciarski odpowiedzialnoscia ograniczona osrodek spolka z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1019,Przebudowa kompleksu sportowo-rekreacyjnego przy ulicy 3 Maja w Ostródzie,Gmina Miejska Ostróda,39054712.26,25359259.09,,,6360782.888655384,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina miejska ostroda,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1020,Naukowe Centrum Danych Pediatrycznych,"Instytut ""Pomnik-Centrum Zdrowia Dziecka""",29873067.34,25355500,,,6359840.00797957,eu_cofinancing_amount,,"","",POLSKA,PL,"",Centrum dziecka instytut pomnik zdrowia,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1021,Rozbudowa infrastruktury Bloków operacyjnych Szpitali Wojewódzkich w Białymstoku i Łomży w celu podniesienia standardów świadczonych usług,Samodzielny Publiczny Zakład Opieki Zdrowotnej Wojewódzki Szpital Zespolony im. Jędrzeja Śniadeckiego w Białymstoku.,49201096.13,25310156.84,,,6348466.726322485,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bialymstoku im jedrzeja opieki publiczny samodzielny sniadeckiego szpital w wojewodzki zaklad zdrowotnej zespolony,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1022,Budowa zautomatyzowanej fabryki innowacyjnych elementów roboczych maszyn rolniczych,Andersen Steel Spółka z ograniczoną odpowiedzialnością,61647058,25287228,,,6342715.557780411,eu_cofinancing_amount,,"","",POLSKA,PL,"",Andersen odpowiedzialnoscia ograniczona spolka steel z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1023,Innowacyjne detale magnezowe i aluminiowe w ekologicznej autorskiej technologii odlewania,Magna Nowoczesne Technologie Produkcji Spółka Akcyjna,84888554.4,25276778.76,,,6340094.607903462,eu_cofinancing_amount,,"","",POLSKA,PL,"",Magna nowoczesne produkcji sa technologie,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1024,Budowa korytarza transportu zbiorowego do obsługi terenów położonych w sąsiedztwie przyszłego Zintegrowanego Intermodalnego Dworca Metropolitalnego w Lublinie - ul. Lubelskiego Lipca 80.,Gmina Lublin,32888375.54,25273122.54,,,6339177.529784949,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina lublin,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1025,Dywersyfikacja produkcji poprzez wdrożenie innowacyjnej technologii formowania opakowań z tworzyw sztucznych,Alpla NDM Sp. z o.o.,85165836.13,25266850.4,,,6337604.308712295,eu_cofinancing_amount,,"","",POLSKA,PL,"",Alpla ndm oo sp z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1026,"Rozbudowa drogi wojewódzkiej nr 231 stanowiącej dojazd do autostrady A-1 - Wezeł ""Kopytkowo""",Samorząd Województwa Pomorskiego,34030796.35,25256216.03,,,6334936.923261973,eu_cofinancing_amount,,"","",POLSKA,PL,"",Pomorskiego samorzad wojewodztwa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1027,"Przebudowa drogi wojewódzkiej nr 671 na odcinku Krypno-Tykocin-Etap I (odcinek Krypno-Tykocin, przejazd kolejowy na odcinku Knyszyn-Krypno, remont mostu przez rz. Narew w m. Tykocin)",Województwo Podlaskie,25775601.15,25178857.99,,,6315533.45033772,eu_cofinancing_amount,,"","",POLSKA,PL,"",Podlaskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1028,"Pierwszy zintegrowany telemedyczny system wsparcia osób starszych, niepełnosprawnych, przewlekle chorych",Geomobile Spółka z ograniczoną odpowiedzialnością,52264952,25161156,,,6311093.316077979,eu_cofinancing_amount,,"","",POLSKA,PL,"",Geomobile odpowiedzialnoscia ograniczona spolka z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1029,"Budowa systemu usług elektronicznych MS, w tym uruchomienie usług dla przedsiębiorców i osób fizycznych, poprzez dostęp elektroniczny do wydziałów Krajowego Rejestru Sądowego, Krajowego Rejestru Karnego, Biura Monitora Sądowego i Gospodarczego",Ministerstwo Sprawiedliwości,33252046.69,25160073.21,,,6310821.723281062,eu_cofinancing_amount,,"","",POLSKA,PL,"",Ministerstwo sprawiedliwosci,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1030,"Rozbudowa systemu detekcji na terenie miasta Gliwice wraz z modernizacją wybranych sygnalizacji świetlnych, etap I",Miasto Gliwice,34538601.46,25138758.95,,,6305475.534742541,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gliwice miasto,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1031,Budowa i przebudowa dróg stanowiących zewnętrzny pierścień układu komunikacyjnego miasta Koszalina – I etap odcinek od ulicy Gnieźnieńskiej do ulicy Szczecińskiej.,Gmina Miasto Koszalin,47475438,25131156.4,,,6303568.611130201,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina koszalin miasto,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1032,Wykorzystanie odpadowego wodoru do celów energetycznych,Skotan S.A.,48671905,25122493.75,,,6301395.785982004,eu_cofinancing_amount,,"","",POLSKA,PL,"",Sa skotan,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1033,Modernizacja budynku oraz infrastruktury badawczej Instytutu Farmakologii PAN w Krakowie w celu utworzenia innowacyjnych pracowni naukowych badań mózgu,Instytut Farmakologii Polskiej Akademii Nauk,29518373,25088965.5,,,6292986.000896025,eu_cofinancing_amount,,"","",POLSKA,PL,"",Akademii farmakologii instytut nauk polskiej,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1034,Wdrożenie innowacyjnej technologii produkcji uszlachetnionej płyty meblowej,"Tartak ""Olczyk"" Ludwik Olczyk",49124816.57,25053656.45,,,6284129.543368713,eu_cofinancing_amount,,"","",POLSKA,PL,"",Ludwik olczyk tartak,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1035,Dostosowanie infrastruktury Szpitala Wojewódzkiego SP ZOZ w Zielonej Górze do potrzeb Kierunku Lekarskiego,Szpital Wojewódzki Samodzielny Publiczny Zakład Opieki Zdrowotnej im. Karola Marcinkowskiego w Zielonej Górze,29400461.68,24990392.39,,,6268261.21894777,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gorze im karola marcinkowskiego opieki publiczny samodzielny szpital w wojewodzki zaklad zdrowotnej zielonej,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1036,Remont i przebudowa Opery Leśnej w Sopocie,Gmina Miasta Sopotu,78699737.55,24977111.49,,,6264930.012733656,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina miasta sopotu,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1037,Budowa Infrastruktury dla Regionalnego Ośrodka Społeczeństwa Informacyjnego.,Województwo Kujawsko Pomorskie,33282400,24961799.99,,,6261089.477532923,eu_cofinancing_amount,,"","",POLSKA,PL,"",Kujawsko pomorskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1038,Kazimierz Dolny oraz wybrane zespoły zabytkowe Powiśla Lubelskiego - renowacja i ochrona dziedzictwa,Archidiecezja Lubelska,31199713.51,24918270.79,,,6250171.185735272,eu_cofinancing_amount,,"","",POLSKA,PL,"",Archidiecezja lubelska,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1039,Budowa budynku Wydziału Humanistycznego z Pracownią Rzeźby dla Uniwersytetu Przyrodniczo - Humanistycznego w Siedlcach przy ul. Żytniej - II etap,Uniwersytet Przyrodniczo - Humanistyczny w Siedlcach,41862867.93,24910994.57,,,6248346.1144464845,eu_cofinancing_amount,,"","",POLSKA,PL,"",Humanistyczny przyrodniczo siedlcach uniwersytet w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1040,Przebudowa drogi wojewódzkiej nr 685 na odcinku Nowosady-Hajnówka oraz drogi wojewódzkiej nr 687 na odcinku Zwodzieckie-Nowosady,Województwo Podlaskie,28207884.26,24877314.92,,,6239898.354176533,eu_cofinancing_amount,,"","",POLSKA,PL,"",Podlaskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1041,Ośrodek Onkologiczny Szpitala Specjalistycznego w Nowym Sączu wraz z przebudową pomieszczeń oraz zakupem wyposażenia dla potrzeb bloku operacyjnego,Szpital Specjalistyczny im. J. Śniadeckiego w Nowym Sączu,42956310.68,24870881.44,,,6238284.664701092,eu_cofinancing_amount,,"","",POLSKA,PL,"",Im j nowym saczu sniadeckiego specjalistyczny szpital w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1042,"ROZBUDOWA, PRZEBUDOWA I REMONT BUDYNKU FILHARMONII IM. ARTURA MALAWSKIEGO W RZESZOWIE (projekt kluczowy)",Filharmonia Podkarpacka im. Artura Malawskiego w Rzeszowie,37511390.14,24774091.79,,,6214007.222393571,eu_cofinancing_amount,,"","",POLSKA,PL,"",Artura filharmonia im malawskiego podkarpacka rzeszowie w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1043,"3D - nowa technologia produkcji mebli o niskiej masie",IKEA INDUSTRY POLAND Sp. z o.o.,63618171.54,24750725,,,6208146.2042357735,eu_cofinancing_amount,,"","",POLSKA,PL,"",Ikea industry oo poland sp z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1044,"Poprawa spójnosci komunikacyjnej na obszarze SOM poprzez przebudowe układu torowego w ramach realizacji zadania Przebudowa ulic: Niemierzynska, Arkonska do al.Wojska Polskiego w Szczecinie-Etap I i II",Gmina Miasto Szczecin,37991689.18,24740122.17,,,6205486.7298640665,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina miasto szczecin,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1045,Dolnośląskie E-Zdrowie,Specjalistyczny Szpital im. dra A. Sokołowskiego,29302983.78,24706889.96,,,6197151.199556576,eu_cofinancing_amount,,"","",POLSKA,PL,"",A dra im sokolowskiego specjalistyczny szpital,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1046,Prace badawczo-rozwojowe nad proekologicznym udoskonaleniem procesu technologicznego.,Lakma Strefa Spółka z ograniczoną odpowiedzialnością,48537640.7,24671250,,,6188211.740918774,eu_cofinancing_amount,,"","",POLSKA,PL,"",Lakma odpowiedzialnoscia ograniczona spolka strefa z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1047,Opracowanie innowacyjnej technologii wytwarzania prądu elektrycznego z przemysłowych odpadów cieplnych,Przedsiębiorstwo Usługowe Geocarbon Spółka z ograniczoną odpowiedzialnością,71836500,24647479.75,,,6182249.524163053,eu_cofinancing_amount,,"","",POLSKA,PL,"",Geocarbon odpowiedzialnoscia ograniczona przedsiebiorstwo spolka uslugowe z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1048,Rewaloryzacja i adaptacja budynku przy ul. Wita Stwosza 12 w Krakowie dla potrzeb Muzeum Armii Krajowej,"Muzeum Armii Krajowej im. Gen. Emila Fieldorfa ""Nila"" w Krakowie",35689871.32,24638804,,,6180073.413183217,eu_cofinancing_amount,,"","",POLSKA,PL,"",Armii emila fieldorfa gen im krajowej krakowie muzeum nila w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1049,Zakup urządzeń i sprzętu medycznego dla wojewódzkich podmiotów leczniczych podległych Sejmikowi Województwa Wielkopolskiego – Etap I,Samorząd Województwa Wielkopolskiego,24887158.28,24632259.08,,,6178431.771564435,eu_cofinancing_amount,,"","",POLSKA,PL,"",Samorzad wielkopolskiego wojewodztwa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1050,Przebudowa układu komunikacyjnego wraz z modernizacją wiaduktu kolejowego i przejścia podziemnego w obrębie dworca kolejowego Lublin,PKP Polskie Linie Kolejowe S.A.,43387286.58,24629175,,,6177658.201515657,eu_cofinancing_amount,,"","",POLSKA,PL,"",Kolejowe linie pkp polskie sa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1051,Budowa Biblioteki Uniwersytetu Zielonogórskiego,Uniwersytet Zielonogórski,30012027.93,24624821.93,,,6176566.3347118655,eu_cofinancing_amount,,"","",POLSKA,PL,"",Uniwersytet zielonogorski,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1052,Modernizacja drogi wojewódzkiej nr 964 Kasina-Uście Solne ETAP I,Województwo Małopolskie,37857687.65,24607496.97,,,6172220.769696596,eu_cofinancing_amount,,"","",POLSKA,PL,"",Malopolskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1053,Budowa obejścia m. Trzebiatów w ciągu drogi wojewódzkiej nr 102,Województwo Zachodniopomorskie,25825413.74,24602925.88,,,6171074.217624578,eu_cofinancing_amount,,"","",POLSKA,PL,"",Wojewodztwo zachodniopomorskie,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1054,Zapewnienie rozwoju innowacji poprzez modernizację i rozbudowę infrastruktury oraz stworzenie bazy dla klastra producentów lotniczych i Centrów Badawczo-Rozwojowych w Regionalnym Parku Przemysłowym ŚWIDNIK,Regionalny Park Przemysłowy Świdnik Sp. z o.o.,44622314.05,24578167.35,,,6164864.113716835,eu_cofinancing_amount,,"","",POLSKA,PL,"",Oo park przemyslowy regionalny sp swidnik z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1055,ROZBUDOWA ULICY OTOLIŃSKIEJ W PŁOCKU WRAZ Z BRAKUJĄCĄ INFRASTRUKTURĄ,GMINA MIASTO PŁOCK - MIASTO NA PRAWACH POWIATU,47251542.14,24569892.38,,,6162788.529118983,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina miasto na plock powiatu prawach,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1056,Rozbudowa drogi wojewódzkiej nr 187 Pniewy – Murowana Goślina na odcinku Pniewy – Otorowo,Samorząd Województwa Wielkopolskiego,29139654.71,24514315.56,,,6148848.3708356805,eu_cofinancing_amount,,"","",POLSKA,PL,"",Samorzad wielkopolskiego wojewodztwa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1057,Przebudowa mostu przez rz.Narew k/m. Bokiny w ciągu drogi wojewódzkiej nr 678,Województwo Podlaskie,24737483.5,24481584.66,,,6140638.582532663,eu_cofinancing_amount,,"","",POLSKA,PL,"",Podlaskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1058,Utworzenie naukowo-badawczego Laboratorium Międzyuczelnianego w Stalowej Woli,Gmina Stalowa Wola,28794025.28,24437507.88,,,6129582.942972532,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina stalowa wola,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1059,Wdrożenie innowacyjnej technologii w przedsiębiorstwie Control Process S.A.,Control Process Spółka Akcyjna,78302594.5,24364283.13,,,6111216.2101286,eu_cofinancing_amount,,"","",POLSKA,PL,"",Control process sa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1060,Rewitalizacja centrum miasta - rozwój funkcji turystycznych Elbląga,Gmina Miasto Elbląg,43403000.83,24345478.39,,,6106499.476568163,eu_cofinancing_amount,,"","",POLSKA,PL,"",Elblag gmina miasto,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1061,Szybka Kolej Regionalna Tychy - Dąbrowa Górnicza - etap I Tychy Miasto - Katowice,Miasto Tychy,28770168.7,24307515,,,6096977.239319419,eu_cofinancing_amount,,"","",POLSKA,PL,"",Miasto tychy,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1062,Zabytkowy konwent OO. Bernardynów w Rzeszowie z ogrodami i centrum religijno-kulturowym (projekt kluczowy),Zakon Braci Mniejszych OO. Bernardynów Prowincja Niepokalanego Poczęcia Najświętszej Maryi Panny z siedzibą w Krakowie,29126533.02,24278208.62,,,6089626.41255548,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bernardynow braci krakowie maryi mniejszych najswietszej niepokalanego oo panny poczecia prowincja siedziba w z zakon,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1063,"Rozbudowa drogi wojewódzkiej Nr 726 na odcinku Dęborzeczka - Bukowiec Opoczyński w ramach zadania inwestycyjnego pn. ""Rozbudowa drogi wojewódzkiej Nr 726 na odcinku Rawa Mazowiecka - Inowłódz - Bukowiec Opoczyński oraz Opoczno - Żarnów""",Województwo Łódzkie,30331649.27,24207742.13,,,6071951.5253584655,eu_cofinancing_amount,,"","",POLSKA,PL,"",Lodzkie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1064,Modernizacia cestneho spojenia Osturna-statna hranica-Niedzica/Modernizacja drogowej infrastruktury komunikacyjnej Ostrunia- granica państwa- Niedzica,Správa a údržba ciest Prešovského samosprávneho kraja,28754007.9,24204485.58,,,6071134.695204141,eu_cofinancing_amount,,"","",POLSKA,PL,"",A ciest kraja presovskeho samospravneho sprava udrzba,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1065,Rewitalizacja Dolnego Miasta w Gdańsku,Gmina Miasta Gdańska,34569376.04,24179296.04,,,6064816.482418962,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gdanska gmina miasta,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
1066,"Rozbudowa drogi wojewódzkiej nr 727 na odcinku od km 0+000 do km 10+182,50.",Samorząd Województwa Mazowieckiego,31317264.82,24153669.84,,,6058388.743584686,eu_cofinancing_amount,,"","",POLSKA,PL,"",Mazowieckiego samorzad wojewodztwa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
